key	province	short_of_province	quarter	gdp
宁夏回族自治区_2010D	宁夏回族自治区	宁夏	2010D	1643.41
宁夏回族自治区_2011A	宁夏回族自治区	宁夏	2011A	334.99
宁夏回族自治区_2011B	宁夏回族自治区	宁夏	2011B	811.53
宁夏回族自治区_2011C	宁夏回族自治区	宁夏	2011C	1442.14
宁夏回族自治区_2011D	宁夏回族自治区	宁夏	2011D	2060.79
宁夏回族自治区_2012A	宁夏回族自治区	宁夏	2012A	385.86
宁夏回族自治区_2012B	宁夏回族自治区	宁夏	2012B	930.52
宁夏回族自治区_2012C	宁夏回族自治区	宁夏	2012C	1605.77
宁夏回族自治区_2012D	宁夏回族自治区	宁夏	2012D	2326.64
宁夏回族自治区_2013A	宁夏回族自治区	宁夏	2013A	415.69
宁夏回族自治区_2013B	宁夏回族自治区	宁夏	2013B	1008.16
宁夏回族自治区_2013C	宁夏回族自治区	宁夏	2013C	1757.76
宁夏回族自治区_2013D	宁夏回族自治区	宁夏	2013D	2565.1
宁夏回族自治区_2014A	宁夏回族自治区	宁夏	2014A	442.64
宁夏回族自治区_2014B	宁夏回族自治区	宁夏	2014B	1071.94
宁夏回族自治区_2014C	宁夏回族自治区	宁夏	2014C	1880.27
宁夏回族自治区_2014D	宁夏回族自治区	宁夏	2014D	2752.1
宁夏回族自治区_2015A	宁夏回族自治区	宁夏	2015A	460.64
宁夏回族自治区_2015B	宁夏回族自治区	宁夏	2015B	1128.03
宁夏回族自治区_2015C	宁夏回族自治区	宁夏	2015C	1987.32
宁夏回族自治区_2015D	宁夏回族自治区	宁夏	2015D	2911.77
宁夏回族自治区_2016A	宁夏回族自治区	宁夏	2016A	508.06
宁夏回族自治区_2016B	宁夏回族自治区	宁夏	2016B	1203.72
宁夏回族自治区_2016C	宁夏回族自治区	宁夏	2016C	2120.31
宁夏回族自治区_2016D	宁夏回族自治区	宁夏	2016D	3150.06
宁夏回族自治区_2017A	宁夏回族自治区	宁夏	2017A	588.12
宁夏回族自治区_2017B	宁夏回族自治区	宁夏	2017B	1397.61
宁夏回族自治区_2017C	宁夏回族自治区	宁夏	2017C	2449.57
宁夏回族自治区_2017D	宁夏回族自治区	宁夏	2017D	3453.93
宁夏回族自治区_2018A	宁夏回族自治区	宁夏	2018A	673.71
宁夏回族自治区_2018B	宁夏回族自治区	宁夏	2018B	1603.58
宁夏回族自治区_2018C	宁夏回族自治区	宁夏	2018C	2784.66
青海省_2005A	青海省	青海	2005A	96.09
青海省_2005A	青海省	青海	2005A	96.09
青海省_2005B	青海省	青海	2005B	232.62
青海省_2005B	青海省	青海	2005B	232.62
青海省_2005C	青海省	青海	2005C	388.17
青海省_2005C	青海省	青海	2005C	388.17
青海省_2005D	青海省	青海	2005D	543.2
青海省_2005D	青海省	青海	2005D	543.2
青海省_2006A	青海省	青海	2006A	115.4
青海省_2006A	青海省	青海	2006A	115.4
青海省_2006B	青海省	青海	2006B	275.05
青海省_2006B	青海省	青海	2006B	275.05
青海省_2006C	青海省	青海	2006C	454.42
青海省_2006C	青海省	青海	2006C	454.42
青海省_2006D	青海省	青海	2006D	641.05
青海省_2006D	青海省	青海	2006D	641.05
青海省_2007A	青海省	青海	2007A	134.75
青海省_2007A	青海省	青海	2007A	134.75
青海省_2007B	青海省	青海	2007B	319.97
青海省_2007B	青海省	青海	2007B	319.97
青海省_2007C	青海省	青海	2007C	532.98
青海省_2007C	青海省	青海	2007C	532.98
青海省_2007D	青海省	青海	2007D	760.96
青海省_2007D	青海省	青海	2007D	760.96
青海省_2008A	青海省	青海	2008A	165.03
青海省_2008A	青海省	青海	2008A	165.03
青海省_2008B	青海省	青海	2008B	417
青海省_2008B	青海省	青海	2008B	417
青海省_2008C	青海省	青海	2008C	683.65
青海省_2008C	青海省	青海	2008C	683.65
青海省_2008D	青海省	青海	2008D	961.53
青海省_2008D	青海省	青海	2008D	961.53
青海省_2009A	青海省	青海	2009A	180.69
青海省_2009A	青海省	青海	2009A	180.69
青海省_2009B	青海省	青海	2009B	429.42
青海省_2009B	青海省	青海	2009B	429.42
青海省_2009C	青海省	青海	2009C	703.24
青海省_2009C	青海省	青海	2009C	703.24
青海省_2009D	青海省	青海	2009D	1081.27
青海省_2009D	青海省	青海	2009D	1081.27
青海省_2010A	青海省	青海	2010A	239.76
青海省_2010A	青海省	青海	2010A	239.76
青海省_2010B	青海省	青海	2010B	566.65
青海省_2010B	青海省	青海	2010B	566.65
青海省_2010C	青海省	青海	2010C	929.3
青海省_2010C	青海省	青海	2010C	929.3
青海省_2010D	青海省	青海	2010D	1350.43
青海省_2010D	青海省	青海	2010D	1350.43
青海省_2011A	青海省	青海	2011A	288.14
青海省_2011A	青海省	青海	2011A	288.14
青海省_2011B	青海省	青海	2011B	689.09
青海省_2011B	青海省	青海	2011B	689.09
青海省_2011C	青海省	青海	2011C	1130.56
青海省_2011C	青海省	青海	2011C	1130.56
青海省_2011D	青海省	青海	2011D	1634.72
青海省_2011D	青海省	青海	2011D	1634.72
青海省_2012A	青海省	青海	2012A	322
青海省_2012A	青海省	青海	2012A	322
青海省_2012B	青海省	青海	2012B	797.59
青海省_2012B	青海省	青海	2012B	797.59
青海省_2012C	青海省	青海	2012C	1298.93
青海省_2012C	青海省	青海	2012C	1298.93
青海省_2012D	青海省	青海	2012D	1884.54
青海省_2012D	青海省	青海	2012D	1884.54
青海省_2013A	青海省	青海	2013A	356.81
青海省_2013A	青海省	青海	2013A	356.81
青海省_2013B	青海省	青海	2013B	888.61
青海省_2013B	青海省	青海	2013B	888.61
青海省_2013C	青海省	青海	2013C	1432.46
青海省_2013C	青海省	青海	2013C	1432.46
青海省_2013D	青海省	青海	2013D	2101.1
青海省_2013D	青海省	青海	2013D	2101.1
青海省_2014A	青海省	青海	2014A	388.94
青海省_2014A	青海省	青海	2014A	388.94
青海省_2014B	青海省	青海	2014B	966.47
青海省_2014B	青海省	青海	2014B	966.47
青海省_2014C	青海省	青海	2014C	1541.28
青海省_2014C	青海省	青海	2014C	1541.28
青海省_2014D	青海省	青海	2014D	2301.12
青海省_2014D	青海省	青海	2014D	2301.12
青海省_2015A	青海省	青海	2015A	425.78
青海省_2015A	青海省	青海	2015A	425.78
青海省_2015B	青海省	青海	2015B	1011.28
青海省_2015B	青海省	青海	2015B	1011.28
青海省_2015C	青海省	青海	2015C	1633.66
青海省_2015C	青海省	青海	2015C	1633.66
青海省_2015D	青海省	青海	2015D	2417.05
青海省_2015D	青海省	青海	2015D	2417.05
青海省_2016A	青海省	青海	2016A	456.51
青海省_2016A	青海省	青海	2016A	456.51
青海省_2016B	青海省	青海	2016B	1068.98
青海省_2016B	青海省	青海	2016B	1068.98
青海省_2016C	青海省	青海	2016C	1741.38
青海省_2016C	青海省	青海	2016C	1741.38
青海省_2016D	青海省	青海	2016D	2572.49
青海省_2016D	青海省	青海	2016D	2572.49
青海省_2017A	青海省	青海	2017A	524.01
青海省_2017A	青海省	青海	2017A	524.01
青海省_2017B	青海省	青海	2017B	1204.3
青海省_2017B	青海省	青海	2017B	1204.3
青海省_2017C	青海省	青海	2017C	1921.75
青海省_2017C	青海省	青海	2017C	1921.75
青海省_2017D	青海省	青海	2017D	2642.8
青海省_2018A	青海省	青海	2018A	532.58
青海省_2018B	青海省	青海	2018B	1196.99
青海省_2018C	青海省	青海	2018C	1926.54
全国_2017D	全国	全国	2017D	234582.2
全国_2018A	全国	全国	2018A	198783.1
全国_2018B	全国	全国	2018B	220178
全国_2018C	全国	全国	2018C	231937.7
山东省_2005A	山东省	山东	2005A	3608.17
山东省_2005B	山东省	山东	2005B	8490.27
山东省_2005C	山东省	山东	2005C	13378.8
山东省_2005D	山东省	山东	2005D	18468.3
山东省_2006A	山东省	山东	2006A	4330.37
山东省_2006B	山东省	山东	2006B	10206.39
山东省_2006C	山东省	山东	2006C	15804.73
山东省_2006D	山东省	山东	2006D	21846.71
山东省_2007A	山东省	山东	2007A	5122.08
山东省_2007B	山东省	山东	2007B	12072.42
山东省_2007C	山东省	山东	2007C	18562.79
山东省_2007D	山东省	山东	2007D	25887.67
山东省_2008A	山东省	山东	2008A	6185.6
山东省_2008B	山东省	山东	2008B	14736.53
山东省_2008C	山东省	山东	2008C	22506.94
山东省_2008D	山东省	山东	2008D	31072.06
山东省_2009A	山东省	山东	2009A	6469.32
山东省_2009B	山东省	山东	2009B	15688.53
山东省_2009C	山东省	山东	2009C	23959.71
山东省_2009D	山东省	山东	2009D	33805.3
山东省_2010A	山东省	山东	2010A	7672.18
山东省_2010B	山东省	山东	2010B	18645.92
山东省_2010C	山东省	山东	2010C	28261.86
山东省_2010D	山东省	山东	2010D	39416.2
山东省_2011A	山东省	山东	2011A	9049.63
山东省_2011B	山东省	山东	2011B	21880.83
山东省_2011C	山东省	山东	2011C	33030.95
山东省_2011D	山东省	山东	2011D	45429.21
山东省_2012A	山东省	山东	2012A	10089.06
山东省_2012B	山东省	山东	2012B	24118.06
山东省_2012C	山东省	山东	2012C	36235.21
山东省_2012D	山东省	山东	2012D	50013.24
山东省_2013A	山东省	山东	2013A	11076.48
山东省_2013B	山东省	山东	2013B	25958.15
山东省_2013C	山东省	山东	2013C	39601.68
山东省_2013D	山东省	山东	2013D	54684.3
山东省_2014A	山东省	山东	2014A	11994.96
山东省_2014B	山东省	山东	2014B	28080.26
山东省_2014C	山东省	山东	2014C	42814.23
山东省_2014D	山东省	山东	2014D	59426.59
山东省_2015A	山东省	山东	2015A	12931.54
山东省_2015B	山东省	山东	2015B	29731.68
山东省_2015C	山东省	山东	2015C	45712.59
山东省_2015D	山东省	山东	2015D	63002.33
山东省_2016A	山东省	山东	2016A	14914.77
山东省_2016B	山东省	山东	2016B	31688.29
山东省_2016C	山东省	山东	2016C	48703.82
山东省_2016D	山东省	山东	2016D	67008.19
山东省_2017A	山东省	山东	2017A	16653.29
山东省_2017B	山东省	山东	2017B	35017.39
山东省_2017C	山东省	山东	2017C	54866.8
山东省_2017D	山东省	山东	2017D	72678.18
山东省_2018A	山东省	山东	2018A	18900.62
山东省_2018B	山东省	山东	2018B	39658.06
山东省_2018C	山东省	山东	2018C	59607.54
山西省_2005A	山西省	山西	2005A	713.86
山西省_2005B	山西省	山西	2005B	1572.41
山西省_2005C	山西省	山西	2005C	2594.78
山西省_2005D	山西省	山西	2005D	4121.18
山西省_2006A	山西省	山西	2006A	913.6
山西省_2006B	山西省	山西	2006B	2112.25
山西省_2006C	山西省	山西	2006C	3320.45
山西省_2006D	山西省	山西	2006D	4746.5
山西省_2007A	山西省	山西	2007A	1098.84
山西省_2007B	山西省	山西	2007B	2511.56
山西省_2007C	山西省	山西	2007C	3973.95
山西省_2007D	山西省	山西	2007D	5696.15
山西省_2008A	山西省	山西	2008A	1365.27
山西省_2008B	山西省	山西	2008B	3254.35
山西省_2008C	山西省	山西	2008C	5105.73
山西省_2008D	山西省	山西	2008D	6938.73
山西省_2009A	山西省	山西	2009A	1309.21
山西省_2009B	山西省	山西	2009B	3105.99
山西省_2009C	山西省	山西	2009C	4819.07
山西省_2009D	山西省	山西	2009D	7365.74
山西省_2010A	山西省	山西	2010A	1807.73
山西省_2010B	山西省	山西	2010B	4143.38
山西省_2010C	山西省	山西	2010C	6262.61
山西省_2010D	山西省	山西	2010D	9088.06
山西省_2011A	山西省	山西	2011A	2200.87
山西省_2011B	山西省	山西	2011B	5134.34
山西省_2011C	山西省	山西	2011C	7906.51
山西省_2011D	山西省	山西	2011D	11100.18
山西省_2012A	山西省	山西	2012A	2494.07
山西省_2012B	山西省	山西	2012B	5785.87
山西省_2012C	山西省	山西	2012C	8712.89
山西省_2012D	山西省	山西	2012D	12112.81
山西省_2013A	山西省	山西	2013A	2610.08
山西省_2013B	山西省	山西	2013B	6016.58
山西省_2013C	山西省	山西	2013C	9028.99
山西省_2013D	山西省	山西	2013D	12602.2
山西省_2014A	山西省	山西	2014A	2631.67
山西省_2014B	山西省	山西	2014B	6097.8
山西省_2014C	山西省	山西	2014C	9109.9
山西省_2014D	山西省	山西	2014D	12759.44
山西省_2015A	山西省	山西	2015A	2577.24
山西省_2015B	山西省	山西	2015B	5814.18
山西省_2015C	山西省	山西	2015C	9003.26
山西省_2015D	山西省	山西	2015D	12802.58
山西省_2016A	山西省	山西	2016A	2465.99
山西省_2016B	山西省	山西	2016B	5714
山西省_2016C	山西省	山西	2016C	8945.55
山西省_2016D	山西省	山西	2016D	12928.34
山西省_2017A	山西省	山西	2017A	2809.42
山西省_2017B	山西省	山西	2017B	6577.91
山西省_2017C	山西省	山西	2017C	10460.38
山西省_2017D	山西省	山西	2017D	14973.51
山西省_2018A	山西省	山西	2018A	3122.07
山西省_2018B	山西省	山西	2018B	7482.75
山西省_2018C	山西省	山西	2018C	11640.33
陕西省_2005A	陕西省	陕西	2005A	641.82
陕西省_2005B	陕西省	陕西	2005B	1440.41
陕西省_2005C	陕西省	陕西	2005C	2253.34
陕西省_2005D	陕西省	陕西	2005D	3674.75
陕西省_2006A	陕西省	陕西	2006A	857.43
陕西省_2006B	陕西省	陕西	2006B	1858.12
陕西省_2006C	陕西省	陕西	2006C	2914.97
陕西省_2006D	陕西省	陕西	2006D	4383.91
陕西省_2007A	陕西省	陕西	2007A	988.66
陕西省_2007B	陕西省	陕西	2007B	2252.81
陕西省_2007C	陕西省	陕西	2007C	3556.23
陕西省_2007D	陕西省	陕西	2007D	5369.85
陕西省_2008A	陕西省	陕西	2008A	1247.02
陕西省_2008B	陕西省	陕西	2008B	2898.49
陕西省_2008C	陕西省	陕西	2008C	4603.21
陕西省_2008D	陕西省	陕西	2008D	6851.32
陕西省_2009A	陕西省	陕西	2009A	1417.62
陕西省_2009B	陕西省	陕西	2009B	3187.02
陕西省_2009C	陕西省	陕西	2009C	5097.06
陕西省_2009D	陕西省	陕西	2009D	8186.65
陕西省_2010A	陕西省	陕西	2010A	1936.87
陕西省_2010B	陕西省	陕西	2010B	4262.57
陕西省_2010C	陕西省	陕西	2010C	6743.42
陕西省_2010D	陕西省	陕西	2010D	10021.53
陕西省_2011A	陕西省	陕西	2011A	2343.43
陕西省_2011B	陕西省	陕西	2011B	5217.29
陕西省_2011C	陕西省	陕西	2011C	8234.13
陕西省_2011D	陕西省	陕西	2011D	12391.3
陕西省_2012A	陕西省	陕西	2012A	2755.72
陕西省_2012B	陕西省	陕西	2012B	6116
陕西省_2012C	陕西省	陕西	2012C	9568.34
陕西省_2012D	陕西省	陕西	2012D	14451.18
陕西省_2013A	陕西省	陕西	2013A	3069.41
陕西省_2013B	陕西省	陕西	2013B	6777.73
陕西省_2013C	陕西省	陕西	2013C	10579.43
陕西省_2013D	陕西省	陕西	2013D	16045.2
陕西省_2014A	陕西省	陕西	2014A	3339.16
陕西省_2014B	陕西省	陕西	2014B	7422.65
陕西省_2014C	陕西省	陕西	2014C	11567.42
陕西省_2014D	陕西省	陕西	2014D	17689.94
陕西省_2015A	陕西省	陕西	2015A	3471.91
陕西省_2015B	陕西省	陕西	2015B	7898.36
陕西省_2015C	陕西省	陕西	2015C	12334.66
陕西省_2015D	陕西省	陕西	2015D	18171.86
陕西省_2016A	陕西省	陕西	2016A	3849.22
陕西省_2016B	陕西省	陕西	2016B	8207.85
陕西省_2016C	陕西省	陕西	2016C	12879.97
陕西省_2016D	陕西省	陕西	2016D	19165.39
陕西省_2017A	陕西省	陕西	2017A	4147.22
陕西省_2017B	陕西省	陕西	2017B	9581.1
陕西省_2017C	陕西省	陕西	2017C	15202.11
陕西省_2017D	陕西省	陕西	2017D	21898.81
陕西省_2018A	陕西省	陕西	2018A	4989.14
陕西省_2018B	陕西省	陕西	2018B	10702.55
陕西省_2018C	陕西省	陕西	2018C	16867.92
上海市_2005A	上海市	上海	2005A	1801.6
上海市_2005B	上海市	上海	2005B	3930.64
上海市_2005C	上海市	上海	2005C	6111.68
上海市_2005D	上海市	上海	2005D	9143.95
上海市_2006A	上海市	上海	2006A	2296.72
上海市_2006B	上海市	上海	2006B	4781.93
上海市_2006C	上海市	上海	2006C	7359.18
上海市_2006D	上海市	上海	2006D	10296.97
上海市_2007A	上海市	上海	2007A	2630.5
上海市_2007B	上海市	上海	2007B	5561.91
上海市_2007C	上海市	上海	2007C	8590.97
上海市_2007D	上海市	上海	2007D	12001.16
上海市_2008A	上海市	上海	2008A	3040.76
上海市_2008B	上海市	上海	2008B	6530.73
上海市_2008C	上海市	上海	2008C	9929.52
上海市_2008D	上海市	上海	2008D	13698.15
上海市_2009A	上海市	上海	2009A	3150.47
上海市_2009B	上海市	上海	2009B	6612
上海市_2009C	上海市	上海	2009C	10214.82
上海市_2009D	上海市	上海	2009D	14900.93
上海市_2010A	上海市	上海	2010A	3810.63
上海市_2010B	上海市	上海	2010B	7980.16
上海市_2010C	上海市	上海	2010C	12109.52
上海市_2010D	上海市	上海	2010D	16872.42
上海市_2011A	上海市	上海	2011A	4327.63
上海市_2011B	上海市	上海	2011B	9164.1
上海市_2011C	上海市	上海	2011C	13725.64
上海市_2011D	上海市	上海	2011D	19195.69
上海市_2012A	上海市	上海	2012A	4593.85
上海市_2012B	上海市	上海	2012B	9552.24
上海市_2012C	上海市	上海	2012C	14374.23
上海市_2012D	上海市	上海	2012D	20101.33
上海市_2013A	上海市	上海	2013A	4937.5
上海市_2013B	上海市	上海	2013B	10168.52
上海市_2013C	上海市	上海	2013C	15474.13
上海市_2013D	上海市	上海	2013D	21602.1
上海市_2014A	上海市	上海	2014A	5313.07
上海市_2014B	上海市	上海	2014B	10952.64
上海市_2014C	上海市	上海	2014C	16607.08
上海市_2014D	上海市	上海	2014D	23560.94
上海市_2015A	上海市	上海	2015A	5815.79
上海市_2015B	上海市	上海	2015B	11887
上海市_2015C	上海市	上海	2015C	17866.24
上海市_2015D	上海市	上海	2015D	24964.99
上海市_2016A	上海市	上海	2016A	6225.39
上海市_2016B	上海市	上海	2016B	12956.99
上海市_2016C	上海市	上海	2016C	19529.67
上海市_2016D	上海市	上海	2016D	27466.15
上海市_2017A	上海市	上海	2017A	6922.84
上海市_2017B	上海市	上海	2017B	13908.57
上海市_2017C	上海市	上海	2017C	21617.52
上海市_2017D	上海市	上海	2017D	30133.86
上海市_2018A	上海市	上海	2018A	7863.4
上海市_2018B	上海市	上海	2018B	15558.15
上海市_2018C	上海市	上海	2018C	23656.69
四川省_2005A	四川省	四川	2005A	1454.56
四川省_2005B	四川省	四川	2005B	3231.57
四川省_2005C	四川省	四川	2005C	5401.3
四川省_2005D	四川省	四川	2005D	7385.11
四川省_2006A	四川省	四川	2006A	1730.78
四川省_2006B	四川省	四川	2006B	3726.52
四川省_2006C	四川省	四川	2006C	6210.84
四川省_2006D	四川省	四川	2006D	8637.81
四川省_2007A	四川省	四川	2007A	2032.63
四川省_2007B	四川省	四川	2007B	4408.12
四川省_2007C	四川省	四川	2007C	7465.1
四川省_2007D	四川省	四川	2007D	10505.3
四川省_2008A	四川省	四川	2008A	2555.49
四川省_2008B	四川省	四川	2008B	5388.53
四川省_2008C	四川省	四川	2008C	9057.65
四川省_2008D	四川省	四川	2008D	12506.25
四川省_2009A	四川省	四川	2009A	2815.04
四川省_2009B	四川省	四川	2009B	6015.02
四川省_2009C	四川省	四川	2009C	10057.67
四川省_2009D	四川省	四川	2009D	14151.28
四川省_2010A	四川省	四川	2010A	3451.83
四川省_2010B	四川省	四川	2010B	7465.93
四川省_2010C	四川省	四川	2010C	12327.58
四川省_2010D	四川省	四川	2010D	16898.59
四川省_2011A	四川省	四川	2011A	4257.59
四川省_2011B	四川省	四川	2011B	9370.57
四川省_2011C	四川省	四川	2011C	15468.28
四川省_2011D	四川省	四川	2011D	21026.68
四川省_2012A	四川省	四川	2012A	4943.28
四川省_2012B	四川省	四川	2012B	10603.91
四川省_2012C	四川省	四川	2012C	17536.51
四川省_2012D	四川省	四川	2012D	23849.8
四川省_2013A	四川省	四川	2013A	5436.95
四川省_2013B	四川省	四川	2013B	11655.05
四川省_2013C	四川省	四川	2013C	19138.94
四川省_2013D	四川省	四川	2013D	26260.8
四川省_2014A	四川省	四川	2014A	5878.54
四川省_2014B	四川省	四川	2014B	12697.39
四川省_2014C	四川省	四川	2014C	20681.54
四川省_2014D	四川省	四川	2014D	28536.66
四川省_2015A	四川省	四川	2015A	6234.51
四川省_2015B	四川省	四川	2015B	13300.06
四川省_2015C	四川省	四川	2015C	22120.37
四川省_2015D	四川省	四川	2015D	30103.1
四川省_2016A	四川省	四川	2016A	6703.7
四川省_2016B	四川省	四川	2016B	14222.33
四川省_2016C	四川省	四川	2016C	23793.6
四川省_2016D	四川省	四川	2016D	32680.5
四川省_2017A	四川省	四川	2017A	7552
四川省_2017B	四川省	四川	2017B	16080.33
四川省_2017C	四川省	四川	2017C	27297.19
四川省_2017D	四川省	四川	2017D	36980.22
四川省_2018A	四川省	四川	2018A	8590.21
四川省_2018B	四川省	四川	2018B	18327.01
四川省_2018C	四川省	四川	2018C	30853.5
天津市_2005A	天津市	天津	2005A	705.15
天津市_2005B	天津市	天津	2005B	1577.59
天津市_2005C	天津市	天津	2005C	2477.64
天津市_2005D	天津市	天津	2005D	3663.86
天津市_2006A	天津市	天津	2006A	860.34
天津市_2006B	天津市	天津	2006B	1986.02
天津市_2006C	天津市	天津	2006C	3094.08
天津市_2006D	天津市	天津	2006D	4337.73
天津市_2007A	天津市	天津	2007A	989.72
天津市_2007B	天津市	天津	2007B	2312.26
天津市_2007C	天津市	天津	2007C	3601.3
天津市_2007D	天津市	天津	2007D	5018.28
天津市_2008A	天津市	天津	2008A	1230.63
天津市_2008B	天津市	天津	2008B	2951.88
天津市_2008C	天津市	天津	2008C	4623.93
天津市_2008D	天津市	天津	2008D	6354.38
天津市_2009A	天津市	天津	2009A	1416.93
天津市_2009B	天津市	天津	2009B	3154.85
天津市_2009C	天津市	天津	2009C	4997.02
天津市_2009D	天津市	天津	2009D	7500.8
天津市_2010A	天津市	天津	2010A	1842.4
天津市_2010B	天津市	天津	2010B	4106.48
天津市_2010C	天津市	天津	2010C	6448.59
天津市_2010D	天津市	天津	2010D	9108.83
天津市_2011A	天津市	天津	2011A	2256.51
天津市_2011B	天津市	天津	2011B	5098.65
天津市_2011C	天津市	天津	2011C	8006.26
天津市_2011D	天津市	天津	2011D	11190.99
天津市_2012A	天津市	天津	2012A	2582.6
天津市_2012B	天津市	天津	2012B	5864.94
天津市_2012C	天津市	天津	2012C	9188.45
天津市_2012D	天津市	天津	2012D	12885.18
天津市_2013A	天津市	天津	2013A	2915.85
天津市_2013B	天津市	天津	2013B	6579.01
天津市_2013C	天津市	天津	2013C	10223.04
天津市_2013D	天津市	天津	2013D	14370.2
天津市_2014A	天津市	天津	2014A	3190.3
天津市_2014B	天津市	天津	2014B	7185.46
天津市_2014C	天津市	天津	2014C	11101.31
天津市_2014D	天津市	天津	2014D	15722.47
天津市_2015A	天津市	天津	2015A	3709.03
天津市_2015B	天津市	天津	2015B	7884.04
天津市_2015C	天津市	天津	2015C	12321.02
天津市_2015D	天津市	天津	2015D	16538.19
天津市_2016A	天津市	天津	2016A	4039.44
天津市_2016B	天津市	天津	2016B	8500.91
天津市_2016C	天津市	天津	2016C	13339.44
天津市_2016D	天津市	天津	2016D	17885.39
天津市_2017A	天津市	天津	2017A	4667.18
天津市_2017B	天津市	天津	2017B	9386.87
天津市_2017C	天津市	天津	2017C	13449.5
天津市_2017D	天津市	天津	2017D	18595.38
天津市_2018A	天津市	天津	2018A	4959.42
天津市_2018B	天津市	天津	2018B	9927.6
天津市_2018C	天津市	天津	2018C	14658.36
西藏自治区_2005A	西藏自治区	西藏	2005A	44.35
西藏自治区_2005B	西藏自治区	西藏	2005B	94.89
西藏自治区_2005C	西藏自治区	西藏	2005C	176.79
西藏自治区_2005D	西藏自治区	西藏	2005D	250.6
西藏自治区_2006A	西藏自治区	西藏	2006A	55.21
西藏自治区_2006B	西藏自治区	西藏	2006B	113.35
西藏自治区_2006C	西藏自治区	西藏	2006C	210.04
西藏自治区_2006D	西藏自治区	西藏	2006D	290.05
西藏自治区_2007A	西藏自治区	西藏	2007A	64.1
西藏自治区_2007B	西藏自治区	西藏	2007B	140.61
西藏自治区_2007C	西藏自治区	西藏	2007C	246.64
西藏自治区_2007D	西藏自治区	西藏	2007D	342.19
西藏自治区_2008A	西藏自治区	西藏	2008A	76.03
西藏自治区_2008B	西藏自治区	西藏	2008B	161.81
西藏自治区_2008C	西藏自治区	西藏	2008C	277.32
西藏自治区_2008D	西藏自治区	西藏	2008D	395.91
西藏自治区_2009A	西藏自治区	西藏	2009A	79.54
西藏自治区_2009B	西藏自治区	西藏	2009B	177.72
西藏自治区_2009C	西藏自治区	西藏	2009C	306.3
西藏自治区_2009D	西藏自治区	西藏	2009D	441.36
西藏自治区_2010A	西藏自治区	西藏	2010A	86.73
西藏自治区_2010B	西藏自治区	西藏	2010B	202.98
西藏自治区_2010C	西藏自治区	西藏	2010C	354.05
西藏自治区_2010D	西藏自治区	西藏	2010D	507.46
西藏自治区_2011A	西藏自治区	西藏	2011A	115.43
西藏自治区_2011B	西藏自治区	西藏	2011B	250.84
西藏自治区_2011C	西藏自治区	西藏	2011C	435.4
西藏自治区_2011D	西藏自治区	西藏	2011D	605.83
西藏自治区_2012A	西藏自治区	西藏	2012A	132.74
西藏自治区_2012B	西藏自治区	西藏	2012B	287.21
西藏自治区_2012C	西藏自治区	西藏	2012C	498.72
西藏自治区_2012D	西藏自治区	西藏	2012D	695.58
西藏自治区_2013A	西藏自治区	西藏	2013A	152.87
西藏自治区_2013B	西藏自治区	西藏	2013B	329.59
西藏自治区_2013C	西藏自治区	西藏	2013C	575.73
西藏自治区_2013D	西藏自治区	西藏	2013D	807.7
西藏自治区_2014A	西藏自治区	西藏	2014A	172.33
西藏自治区_2014B	西藏自治区	西藏	2014B	369.34
西藏自治区_2014C	西藏自治区	西藏	2014C	661.56
西藏自治区_2014D	西藏自治区	西藏	2014D	920.83
西藏自治区_2015A	西藏自治区	西藏	2015A	200.13
西藏自治区_2015B	西藏自治区	西藏	2015B	418.98
西藏自治区_2015C	西藏自治区	西藏	2015C	742.26
西藏自治区_2015D	西藏自治区	西藏	2015D	1026.39
西藏自治区_2016A	西藏自治区	西藏	2016A	238.54
西藏自治区_2016B	西藏自治区	西藏	2016B	471.96
西藏自治区_2016C	西藏自治区	西藏	2016C	829.2
西藏自治区_2016D	西藏自治区	西藏	2016D	1150.07
西藏自治区_2017A	西藏自治区	西藏	2017A	271.35
西藏自治区_2017B	西藏自治区	西藏	2017B	555.41
西藏自治区_2017C	西藏自治区	西藏	2017C	939.51
西藏自治区_2017D	西藏自治区	西藏	2017D	1310.63
西藏自治区_2018A	西藏自治区	西藏	2018A	302.22
西藏自治区_2018B	西藏自治区	西藏	2018B	615.86
西藏自治区_2018C	西藏自治区	西藏	2018C	1044.03
新疆维吾尔自治区_2005A	新疆维吾尔自治区	新疆	2005A	361.29
新疆维吾尔自治区_2005B	新疆维吾尔自治区	新疆	2005B	871.9
新疆维吾尔自治区_2005C	新疆维吾尔自治区	新疆	2005C	1875.7
新疆维吾尔自治区_2005D	新疆维吾尔自治区	新疆	2005D	2609.6
新疆维吾尔自治区_2006A	新疆维吾尔自治区	新疆	2006A	453.62
新疆维吾尔自治区_2006B	新疆维吾尔自治区	新疆	2006B	1052.53
新疆维吾尔自治区_2006C	新疆维吾尔自治区	新疆	2006C	2181.89
新疆维吾尔自治区_2006D	新疆维吾尔自治区	新疆	2006D	3018.98
新疆维吾尔自治区_2007A	新疆维吾尔自治区	新疆	2007A	519.66
新疆维吾尔自治区_2007B	新疆维吾尔自治区	新疆	2007B	1179.71
新疆维吾尔自治区_2007C	新疆维吾尔自治区	新疆	2007C	2438.54
新疆维吾尔自治区_2007D	新疆维吾尔自治区	新疆	2007D	3494.42
